stream,site,id,class,order,family,taxon,count,date,total_count,fraction_processed,area_sampled
animas,abv_cunningham,AaCU,arachnida,trombidiformes,sperchonidae,sperchon,5,10/4/2016,509,18.75,1.15
picayne_gulch,abv_animas,,arachnida,trombidiformes,sperchonidae,sperchon,3,10/4/2016,602,12.5,1.15
animas,abv_arrastra_cr,AaARR,arachnida,trombidiformes,sperchonidae,sperchon,5,10/2/2016,507,25,1.15
hermosa_cr,abv_ditch,HERaD,arachnida,trombidiformes,sperchonidae,sperchon,3,9/30/2016,557,31.5,1.15
picayne_gulch,abv_animas,PICaA,insecta,plecoptera,chloroperlidae,suwalia,6,10/5/2016,557,7.815,1.15
mineral_cr,abv_mill_cr,MaMIL,insecta,plecoptera,chloroperlidae,suwallia,47,10/17/2016,397,100,1.15
mill_cr,abv_mineral_cr,MILaM,insecta,plecoptera,chloroperlidae,suwallia,4,10/17/2016,790,6.25,1.15
mineral_cr,abv_browns_gulch,,insecta,plecoptera,chloroperlidae,suwallia,1,10/17/2016,576,18.75,1.15
sf_mineral_cr,blw_cg_blw_clear_lake_cr,,insecta,plecoptera,chloroperlidae,suwallia,16,10/13/2016,285,100,1.15
sf_mineral_cr,abv_mineral_cr,SFMaM,insecta,plecoptera,chloroperlidae,suwallia,1,10/13/2016,510,100,1.15
bear_cr,abv_mineral_cr,BEaM,insecta,plecoptera,chloroperlidae,suwallia,16,10/12/2016,531,18.75,1.15
nf_animas,abv_burrow_cr,NFAaBU,insecta,plecoptera,chloroperlidae,suwallia,4,10/7/2016,532,37.5,1.15
placer_gulch,abv_wf_animas,PLaWFA,insecta,plecoptera,chloroperlidae,suwallia,1,10/10/2016,35,100,1.15
sf_animas,abv_avalanche,SFAaAV,insecta,plecoptera,chloroperlidae,suwallia,7,10/8/2016,673,12.5,1.15
sf_animas,abv_eureka_gulch,SFAaEU,insecta,plecoptera,chloroperlidae,suwallia,11,10/8/2016,501,75,1.15
eureka_gulch,abv_sf_animas,EUaSFA,insecta,plecoptera,chloroperlidae,suwallia,31,10/6/2016,547,88,1.15
sf_animas,abv_animas,SFAaA,insecta,plecoptera,chloroperlidae,suwallia,10,10/6/2016,539,37.5,1.15
animas,abv_minnie,AaMINN,insecta,plecoptera,chloroperlidae,suwallia,2,10/11/2016,503,87.5,1.15
maggie_gulch,abv_animas,MAGaA,insecta,plecoptera,chloroperlidae,suwallia,13,10/4/2016,747,6.25,1.15
animas,abv_cunningham,AaCU,insecta,plecoptera,chloroperlidae,suwallia,2,10/4/2016,509,18.75,1.15
picayne_gulch,abv_animas,,insecta,plecoptera,chloroperlidae,suwallia,3,10/4/2016,602,12.5,1.15
animas,abv_arrastra_cr,AaARR,insecta,plecoptera,chloroperlidae,suwallia,1,10/2/2016,507,25,1.15
mineral_cr,abv_mill_cr,MaMIL,insecta,plecoptera,chloroperlidae,sweltsa,3,10/17/2016,397,100,1.15
mineral_cr,abv_browns_gulch,,insecta,plecoptera,chloroperlidae,sweltsa,4,10/17/2016,576,18.75,1.15
sf_mineral_cr,blw_cg_blw_clear_lake_cr,,insecta,plecoptera,chloroperlidae,sweltsa,8,10/13/2016,285,100,1.15
nf_animas,abv_burrow_cr,NFAaBU,insecta,plecoptera,chloroperlidae,sweltsa,8,10/7/2016,532,37.5,1.15
picayne_gulch,abv_animas,PICaA,insecta,plecoptera,chloroperlidae,sweltsa,2,10/5/2016,557,7.815,1.15
animas,abv_eureka,AaEU,insecta,plecoptera,chloroperlidae,sweltsa,1,10/11/2016,260,100,1.15
sf_animas,abv_avalanche,SFAaAV,insecta,plecoptera,chloroperlidae,sweltsa,3,10/8/2016,673,12.5,1.15
eureka_gulch,abv_sf_animas,EUaSFA,insecta,plecoptera,chloroperlidae,sweltsa,13,10/6/2016,547,88,1.15
animas,abv_minnie,AaMINN,insecta,plecoptera,chloroperlidae,sweltsa,1,10/11/2016,503,87.5,1.15
maggie_gulch,abv_animas,MAGaA,insecta,plecoptera,chloroperlidae,sweltsa,2,10/4/2016,747,6.25,1.15
animas,abv_cunningham,AaCU,insecta,plecoptera,chloroperlidae,sweltsa,3,10/4/2016,509,18.75,1.15
picayne_gulch,abv_animas,,insecta,plecoptera,chloroperlidae,sweltsa,2,10/4/2016,602,12.5,1.15
animas,abv_arrastra_cr,AaARR,insecta,plecoptera,chloroperlidae,sweltsa,1,10/2/2016,507,25,1.15
hermosa_cr,abv_ditch,HERaD,insecta,plecoptera,chloroperlidae,sweltsa,5,9/30/2016,557,31.5,1.15
mineral_cr,abv_mill_cr,MaMIL,insecta,plecoptera,taeniopterygidae,taenionema,69,10/17/2016,397,100,1.15
mill_cr,abv_mineral_cr,MILaM,insecta,plecoptera,taeniopterygidae,taenionema,162,10/17/2016,790,6.25,1.15
mineral_cr,abv_browns_gulch,,insecta,plecoptera,taeniopterygidae,taenionema,370,10/17/2016,576,18.75,1.15
mineral_cr,abv_mf_mineral,MaMFM,insecta,plecoptera,taeniopterygidae,taenionema,9,10/14/2016,120,100,1.15
mf_mineral_cr,abv_mineral_cr,MFMaM,insecta,plecoptera,taeniopterygidae,taenionema,2,10/14/2016,47,100,1.15
mineral_cr,abv_sf_mineral,MaSFM,insecta,plecoptera,taeniopterygidae,taenionema,3,10/13/2016,90,100,1.15
sf_mineral_cr,blw_cg_blw_clear_lake_cr,,insecta,plecoptera,taeniopterygidae,taenionema,82,10/13/2016,285,100,1.15
sf_mineral_cr,abv_mineral_cr,SFMaM,insecta,plecoptera,taeniopterygidae,taenionema,120,10/13/2016,510,100,1.15
bear_cr,abv_mineral_cr,BEaM,insecta,plecoptera,taeniopterygidae,taenionema,94,10/12/2016,531,18.75,1.15
mineral_cr,abv_animas,MaA,insecta,plecoptera,taeniopterygidae,taenionema,21,10/12/2016,180,100,1.15
nf_animas,abv_burrow_cr,NFAaBU,insecta,plecoptera,taeniopterygidae,taenionema,85,10/7/2016,532,37.5,1.15
picayne_gulch,abv_animas,PICaA,insecta,plecoptera,taeniopterygidae,taenionema,307,10/5/2016,557,7.815,1.15
animas,abv_eureka,AaEU,insecta,plecoptera,taeniopterygidae,taenionema,46,10/11/2016,260,100,1.15
sf_animas,abv_avalanche,SFAaAV,insecta,plecoptera,taeniopterygidae,taenionema,166,10/8/2016,673,12.5,1.15
sf_animas,abv_eureka_gulch,SFAaEU,insecta,plecoptera,taeniopterygidae,taenionema,3,10/8/2016,501,75,1.15
eureka_gulch,abv_sf_animas,EUaSFA,insecta,plecoptera,taeniopterygidae,taenionema,67,10/6/2016,547,88,1.15
sf_animas,abv_animas,SFAaA,insecta,plecoptera,taeniopterygidae,taenionema,168,10/6/2016,539,37.5,1.15
animas,abv_minnie,AaMINN,insecta,plecoptera,taeniopterygidae,taenionema,78,10/11/2016,503,87.5,1.15
maggie_gulch,abv_animas,MAGaA,insecta,plecoptera,taeniopterygidae,taenionema,380,10/4/2016,747,6.25,1.15
animas,abv_cunningham,AaCU,insecta,plecoptera,taeniopterygidae,taenionema,202,10/4/2016,509,18.75,1.15
picayne_gulch,abv_animas,,insecta,plecoptera,taeniopterygidae,taenionema,237,10/4/2016,602,12.5,1.15
animas,abv_arrastra_cr,AaARR,insecta,plecoptera,taeniopterygidae,taenionema,24,10/2/2016,507,25,1.15
hermosa_cr,abv_ditch,HERaD,insecta,plecoptera,taeniopterygidae,taenionema,2,9/30/2016,557,31.5,1.15
nf_animas,abv_wf_animas,NFAaWFA,insecta,diptera,chironomidae,tanypodinae,1,10/7/2016,12,100,1.15
nf_animas,abv_burrow_cr,NFAaBU,insecta,diptera,chironomidae,tanytarsus,2,10/7/2016,532,37.5,1.15
picayne_gulch,abv_animas,PICaA,insecta,diptera,chironomidae,tanytarsus,5,10/5/2016,557,7.815,1.15
maggie_gulch,abv_animas,MAGaA,insecta,diptera,chironomidae,tanytarsus,5,10/4/2016,747,6.25,1.15
burrow_cr,abv_nf_animas,BUaNFA,insecta,diptera,chironomidae,thienemanniella_xena,27,10/7/2016,509,43.75,1.15
hermosa_cr,abv_ditch,HERaD,insecta,diptera,chironomidae,thiennemannimyia,2,9/30/2016,557,31.5,1.15
nf_animas,abv_burrow_cr,NFAaBU,insecta,diptera,tipulidae,tipula,1,10/7/2016,532,37.5,1.15
wf_animas,abv_placer_gulch,WFAaPL,insecta,diptera,tipulidae,tipula,1,10/10/2016,40,100,1.15
eureka_gulch,abv_sf_animas,EUaSFA,insecta,diptera,tipulidae,tipula,3,10/6/2016,547,88,1.15
picayne_gulch,abv_animas,,insecta,diptera,tipulidae,tipulidae,1,10/4/2016,602,12.5,1.15
hermosa_cr,abv_ditch,HERaD,arachnida,trombidiformes,torrenticolidae,torrenticola,2,9/30/2016,557,31.5,1.15
mineral_cr,abv_mill_cr,MaMIL,turbellaria,,,turbellaria,65,10/17/2016,397,100,1.15
mill_cr,abv_mineral_cr,MILaM,turbellaria,,,turbellaria,28,10/17/2016,790,6.25,1.15
mineral_cr,abv_browns_gulch,,turbellaria,,,turbellaria,15,10/17/2016,576,18.75,1.15
mineral_cr,abv_mf_mineral,MaMFM,turbellaria,,,turbellaria,2,10/14/2016,120,100,1.15
sf_mineral_cr,blw_cg_blw_clear_lake_cr,,turbellaria,,,turbellaria,1,10/13/2016,285,100,1.15
bear_cr,abv_mineral_cr,BEaM,turbellaria,,,turbellaria,10,10/12/2016,531,18.75,1.15
nf_animas,abv_burrow_cr,NFAaBU,turbellaria,,,turbellaria,9,10/7/2016,532,37.5,1.15
wf_animas,abv_placer_gulch,WFAaPL,turbellaria,,,turbellaria,1,10/10/2016,40,100,1.15
wf_animas,abv_animas,WFAaA,turbellaria,,,turbellaria,1,10/7/2016,12,100,1.15
picayne_gulch,abv_animas,PICaA,turbellaria,,,turbellaria,1,10/5/2016,557,7.815,1.15
sf_animas,abv_avalanche,SFAaAV,turbellaria,,,turbellaria,1,10/8/2016,673,12.5,1.15
sf_animas,abv_eureka_gulch,SFAaEU,turbellaria,,,turbellaria,2,10/8/2016,501,75,1.15
eureka_gulch,abv_sf_animas,EUaSFA,turbellaria,,,turbellaria,34,10/6/2016,547,88,1.15
sf_animas,abv_animas,SFAaA,turbellaria,,,turbellaria,8,10/6/2016,539,37.5,1.15
animas,abv_minnie,AaMINN,turbellaria,,,turbellaria,2,10/11/2016,503,87.5,1.15
maggie_gulch,abv_animas,MAGaA,turbellaria,,,turbellaria,7,10/4/2016,747,6.25,1.15
picayne_gulch,abv_animas,,turbellaria,,,turbellaria,12,10/4/2016,602,12.5,1.15
animas,abv_arrastra_cr,AaARR,turbellaria,,,turbellaria,4,10/2/2016,507,25,1.15
mineral_cr,abv_mill_cr,MaMIL,insecta,diptera,chironomidae,tvetenia_bavarica,1,10/17/2016,397,100,1.15
mill_cr,abv_mineral_cr,MILaM,insecta,diptera,chironomidae,tvetenia_bavarica,3,10/17/2016,790,6.25,1.15
mineral_cr,abv_sf_mineral,MaSFM,insecta,diptera,chironomidae,tvetenia_bavarica,1,10/13/2016,90,100,1.15
bear_cr,abv_mineral_cr,BEaM,insecta,diptera,chironomidae,tvetenia_bavarica,12,10/12/2016,531,18.75,1.15
sf_animas,abv_avalanche,SFAaAV,insecta,diptera,chironomidae,tvetenia_bavarica,2,10/8/2016,673,12.5,1.15
maggie_gulch,aa,MAGaA,insecta,diptera,chironomidae,tvetenia_bavarica,1,10/4/2016,747,6.25,1.15
hermosa_cr,abv_ditch,HERaD,insecta,diptera,chironomidae,virgatanytarsus,1,9/30/2016,557,31.5,1.15
hermosa_cr,abv_ditch,HERaD,insecta,coleoptera,elmidae,zaitzevia,31,9/30/2016,557,31.5,1.15
mill_cr,abv_mineral_cr,MILaM,insecta,plecoptera,nemouridae,zapada,21,10/17/2016,790,6.25,1.15
mineral_cr,abv_browns_gulch,,insecta,plecoptera,nemouridae,zapada,76,10/17/2016,576,18.75,1.15
mineral_cr,abv_mf_mineral,MaMFM,insecta,plecoptera,nemouridae,zapada,67,10/14/2016,120,100,1.15
mf_mineral_cr,abv_mineral_cr,MFMaM,insecta,plecoptera,nemouridae,zapada,2,10/14/2016,47,100,1.15
mineral_cr,abv_sf_mineral,MaSFM,insecta,plecoptera,nemouridae,zapada,20,10/13/2016,90,100,1.15
sf_mineral_cr,blw_cg_blw_clear_lake_cr,,insecta,plecoptera,nemouridae,zapada,93,10/13/2016,285,100,1.15
sf_mineral_cr,abv_mineral_cr,SFMaM,insecta,plecoptera,nemouridae,zapada,159,10/13/2016,510,100,1.15
bear_cr,abv_mineral_cr,BEaM,insecta,plecoptera,nemouridae,zapada,95,10/12/2016,531,18.75,1.15
mineral_cr,abv_animas,MaA,insecta,plecoptera,nemouridae,zapada,120,10/12/2016,180,100,1.15
nf_animas,abv_burrow_cr,NFAaBU,insecta,plecoptera,nemouridae,zapada,193,10/7/2016,532,37.5,1.15
nf_animas,abv_wf_animas,NFAaWFA,insecta,plecoptera,nemouridae,zapada,5,10/7/2016,12,100,1.15
wf_animas,abv_placer_gulch,WFAaPL,insecta,plecoptera,nemouridae,zapada,3,10/10/2016,40,100,1.15
placer_gulch,abv_wf_animas,PLaWFA,insecta,plecoptera,nemouridae,zapada,34,10/10/2016,35,100,1.15
wf_animas,abv_animas,WFAaA,insecta,plecoptera,nemouridae,zapada,4,10/7/2016,12,100,1.15
picayne_gulch,abv_animas,PICaA,insecta,plecoptera,nemouridae,zapada,77,10/5/2016,557,7.815,1.15
animas,abv_eureka,AaEU,insecta,plecoptera,nemouridae,zapada,87,10/11/2016,260,100,1.15
sf_animas,abv_avalanche,SFAaAV,insecta,plecoptera,nemouridae,zapada,93,10/8/2016,673,12.5,1.15
sf_animas,abv_eureka_gulch,SFAaEU,insecta,plecoptera,nemouridae,zapada,393,10/8/2016,501,75,1.15
eureka_gulch,abv_sf_animas,EUaSFA,insecta,plecoptera,nemouridae,zapada,112,10/6/2016,547,88,1.15
sf_animas,abv_animas,SFAaA,insecta,plecoptera,nemouridae,zapada,229,10/6/2016,539,37.5,1.15
animas,abv_minnie,AaMINN,insecta,plecoptera,nemouridae,zapada,145,10/11/2016,503,87.5,1.15
maggie_gulch,abv_animas,MAGaA,insecta,plecoptera,nemouridae,zapada,49,10/4/2016,747,6.25,1.15
animas,abv_cunningham,AaCU,insecta,plecoptera,nemouridae,zapada,14,10/4/2016,509,18.75,1.15
picayne_gulch,abv_animas,,insecta,plecoptera,nemouridae,zapada,55,10/4/2016,602,12.5,1.15
animas,abv_arrastra_cr,AaARR,insecta,plecoptera,nemouridae,zapada,50,10/2/2016,507,25,1.15
hermosa_cr,abv_ditch,HERaD,insecta,plecoptera,nemouridae,zapada,1,9/30/2016,557,31.5,1.15
