stream,site,site_id,taxon,total_count,count,phylum,class,order,family,genus,habit,FFG
animas,abv_cunningham,AaCU,Sperchon,2715,27,Arthropod,Arachnida,Trombidiformes,Sperchonidae,Sperchon,NA,NA
animas,abv_arrastra_cr,AaARR,Sperchon,2028,20,Arthropod,Arachnida,Trombidiformes,Sperchonidae,Sperchon,NA,NA
hermosa_cr,abv_ditch,HERaD,Sperchon,1768,10,Arthropod,Arachnida,Trombidiformes,Sperchonidae,Sperchon,NA,NA
picayne_gulch,abv_animas,PICaA,Suwalia,7127,77,Arthropod,Insecta,Plecoptera,Chloroperlidae,Suwalia,clinger,predator
mineral_cr,abv_mill_cr,MaMIL,Suwallia,397,47,Arthropod,Insecta,Plecoptera,Chloroperlidae,Suwallia,clinger,predator
mill_cr,abv_mineral_cr,MILaM,Suwallia,12640,64,Arthropod,Insecta,Plecoptera,Chloroperlidae,Suwallia,clinger,predator
sf_mineral_cr,abv_mineral_cr,SFMaM,Suwallia,510,1,Arthropod,Insecta,Plecoptera,Chloroperlidae,Suwallia,clinger,predator
bear_cr,abv_mineral_cr,BEaM,Suwallia,2832,85,Arthropod,Insecta,Plecoptera,Chloroperlidae,Suwallia,clinger,predator
nf_animas,abv_burrow_cr,NFAaBU,Suwallia,1419,11,Arthropod,Insecta,Plecoptera,Chloroperlidae,Suwallia,clinger,predator
placer_gulch,abv_wf_animas,PLaWFA,Suwallia,35,1,Arthropod,Insecta,Plecoptera,Chloroperlidae,Suwallia,clinger,predator
sf_animas,abv_avalanche,SFAaAV,Suwallia,5384,56,Arthropod,Insecta,Plecoptera,Chloroperlidae,Suwallia,clinger,predator
sf_animas,abv_eureka_gulch,SFAaEU,Suwallia,668,15,Arthropod,Insecta,Plecoptera,Chloroperlidae,Suwallia,clinger,predator
eureka_gulch,abv_sf_animas,EUaSFA,Suwallia,622,35,Arthropod,Insecta,Plecoptera,Chloroperlidae,Suwallia,clinger,predator
sf_animas,abv_animas,SFAaA,Suwallia,1437,27,Arthropod,Insecta,Plecoptera,Chloroperlidae,Suwallia,clinger,predator
animas,abv_minnie,AaMINN,Suwallia,575,2,Arthropod,Insecta,Plecoptera,Chloroperlidae,Suwallia,clinger,predator
maggie_gulch,abv_animas,MAGaA,Suwallia,11952,208,Arthropod,Insecta,Plecoptera,Chloroperlidae,Suwallia,clinger,predator
animas,abv_cunningham,AaCU,Suwallia,2715,11,Arthropod,Insecta,Plecoptera,Chloroperlidae,Suwallia,clinger,predator
animas,abv_arrastra_cr,AaARR,Suwallia,2028,4,Arthropod,Insecta,Plecoptera,Chloroperlidae,Suwallia,clinger,predator
mineral_cr,abv_mill_cr,MaMIL,Sweltsa,397,3,Arthropod,Insecta,Plecoptera,Chloroperlidae,Sweltsa,clinger,predator
nf_animas,abv_burrow_cr,NFAaBU,Sweltsa,1419,21,Arthropod,Insecta,Plecoptera,Chloroperlidae,Sweltsa,clinger,predator
picayne_gulch,abv_animas,PICaA,Sweltsa,7127,26,Arthropod,Insecta,Plecoptera,Chloroperlidae,Sweltsa,clinger,predator
animas,abv_eureka,AaEU,Sweltsa,260,1,Arthropod,Insecta,Plecoptera,Chloroperlidae,Sweltsa,clinger,predator
sf_animas,abv_avalanche,SFAaAV,Sweltsa,5384,24,Arthropod,Insecta,Plecoptera,Chloroperlidae,Sweltsa,clinger,predator
eureka_gulch,abv_sf_animas,EUaSFA,Sweltsa,622,15,Arthropod,Insecta,Plecoptera,Chloroperlidae,Sweltsa,clinger,predator
animas,abv_minnie,AaMINN,Sweltsa,575,1,Arthropod,Insecta,Plecoptera,Chloroperlidae,Sweltsa,clinger,predator
maggie_gulch,abv_animas,MAGaA,Sweltsa,11952,32,Arthropod,Insecta,Plecoptera,Chloroperlidae,Sweltsa,clinger,predator
animas,abv_cunningham,AaCU,Sweltsa,2715,16,Arthropod,Insecta,Plecoptera,Chloroperlidae,Sweltsa,clinger,predator
animas,abv_arrastra_cr,AaARR,Sweltsa,2028,4,Arthropod,Insecta,Plecoptera,Chloroperlidae,Sweltsa,clinger,predator
hermosa_cr,abv_ditch,HERaD,Sweltsa,1768,16,Arthropod,Insecta,Plecoptera,Chloroperlidae,Sweltsa,clinger,predator
mineral_cr,abv_mill_cr,MaMIL,Taenionema,397,69,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
mill_cr,abv_mineral_cr,MILaM,Taenionema,12640,2592,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
mineral_cr,abv_mf_mineral,MaMFM,Taenionema,120,9,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
mf_mineral_cr,abv_mineral_cr,MFMaM,Taenionema,47,2,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
mineral_cr,abv_sf_mineral,MaSFM,Taenionema,90,3,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
sf_mineral_cr,abv_mineral_cr,SFMaM,Taenionema,510,120,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
bear_cr,abv_mineral_cr,BEaM,Taenionema,2832,501,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
mineral_cr,abv_animas,MaA,Taenionema,180,21,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
nf_animas,abv_burrow_cr,NFAaBU,Taenionema,1419,227,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
picayne_gulch,abv_animas,PICaA,Taenionema,7127,3928,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
animas,abv_eureka,AaEU,Taenionema,260,46,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
sf_animas,abv_avalanche,SFAaAV,Taenionema,5384,1328,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
sf_animas,abv_eureka_gulch,SFAaEU,Taenionema,668,4,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
eureka_gulch,abv_sf_animas,EUaSFA,Taenionema,622,76,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
sf_animas,abv_animas,SFAaA,Taenionema,1437,448,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
animas,abv_minnie,AaMINN,Taenionema,575,89,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
maggie_gulch,abv_animas,MAGaA,Taenionema,11952,6080,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
animas,abv_cunningham,AaCU,Taenionema,2715,1077,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
animas,abv_arrastra_cr,AaARR,Taenionema,2028,96,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
hermosa_cr,abv_ditch,HERaD,Taenionema,1768,6,Arthropod,Insecta,Plecoptera,Taeniopterygidae,Taenionema,sprawler,shredder
nf_animas,abv_wf_animas,NFAaWFA,Tanypodinae,12,1,Arthropod,Insecta,Diptera,Chironomidae,NA,burrower,collector
nf_animas,abv_burrow_cr,NFAaBU,Tanytarsus,1419,5,Arthropod,Insecta,Diptera,Chironomidae,Tanytarsus,sprawler,predator
picayne_gulch,abv_animas,PICaA,Tanytarsus,7127,64,Arthropod,Insecta,Diptera,Chironomidae,Tanytarsus,sprawler,predator
maggie_gulch,abv_animas,MAGaA,Tanytarsus,11952,80,Arthropod,Insecta,Diptera,Chironomidae,Tanytarsus,sprawler,predator
burrow_cr,abv_nf_animas,BUaNFA,Thienemanniella_xena,1163,62,Arthropod,Insecta,Diptera,Chironomidae,Thienemanniella,burrower,collector
hermosa_cr,abv_ditch,HERaD,Thiennemannimyia,1768,6,Arthropod,Insecta,Diptera,Chironomidae,Thiennemannimyia,burrower,collector
nf_animas,abv_burrow_cr,NFAaBU,Tipula,1419,3,Arthropod,Insecta,Diptera,Tipulidae,Tipula,burrower,predator
wf_animas,abv_placer_gulch,WFAaPL,Tipula,40,1,Arthropod,Insecta,Diptera,Tipulidae,Tipula,burrower,predator
eureka_gulch,abv_sf_animas,EUaSFA,Tipula,622,3,Arthropod,Insecta,Diptera,Tipulidae,Tipula,burrower,predator
hermosa_cr,abv_ditch,HERaD,Torrenticola,1768,6,Arthropod,Arachnida,Trombidiformes,Torrenticolidae,Torrenticola,NA,NA
mineral_cr,abv_mill_cr,MaMIL,Turbellaria,397,65,Platyhelminthes,Turbellaria,NA,NA,NA,NA,NA
mill_cr,abv_mineral_cr,MILaM,Turbellaria,12640,448,Platyhelminthes,Turbellaria,NA,NA,NA,NA,NA
mineral_cr,abv_mf_mineral,MaMFM,Turbellaria,120,2,Platyhelminthes,Turbellaria,NA,NA,NA,NA,NA
bear_cr,abv_mineral_cr,BEaM,Turbellaria,2832,53,Platyhelminthes,Turbellaria,NA,NA,NA,NA,NA
nf_animas,abv_burrow_cr,NFAaBU,Turbellaria,1419,24,Platyhelminthes,Turbellaria,NA,NA,NA,NA,NA
wf_animas,abv_placer_gulch,WFAaPL,Turbellaria,40,1,Platyhelminthes,Turbellaria,NA,NA,NA,NA,NA
wf_animas,abv_animas,WFAaA,Turbellaria,12,1,Platyhelminthes,Turbellaria,NA,NA,NA,NA,NA
picayne_gulch,abv_animas,PICaA,Turbellaria,7127,13,Platyhelminthes,Turbellaria,NA,NA,NA,NA,NA
sf_animas,abv_avalanche,SFAaAV,Turbellaria,5384,8,Platyhelminthes,Turbellaria,NA,NA,NA,NA,NA
sf_animas,abv_eureka_gulch,SFAaEU,Turbellaria,668,3,Platyhelminthes,Turbellaria,NA,NA,NA,NA,NA
eureka_gulch,abv_sf_animas,EUaSFA,Turbellaria,622,39,Platyhelminthes,Turbellaria,NA,NA,NA,NA,NA
sf_animas,abv_animas,SFAaA,Turbellaria,1437,21,Platyhelminthes,Turbellaria,NA,NA,NA,NA,NA
animas,abv_minnie,AaMINN,Turbellaria,575,2,Platyhelminthes,Turbellaria,NA,NA,NA,NA,NA
maggie_gulch,abv_animas,MAGaA,Turbellaria,11952,112,Platyhelminthes,Turbellaria,NA,NA,NA,NA,NA
animas,abv_arrastra_cr,AaARR,Turbellaria,2028,16,Platyhelminthes,Turbellaria,NA,NA,NA,NA,NA
mineral_cr,abv_mill_cr,MaMIL,Tvetenia_bavarica,397,1,Arthropod,Insecta,Diptera,Chironomidae,Tvetenia,burrower,collector
mill_cr,abv_mineral_cr,MILaM,Tvetenia_bavarica,12640,48,Arthropod,Insecta,Diptera,Chironomidae,Tvetenia,burrower,collector
mineral_cr,abv_sf_mineral,MaSFM,Tvetenia_bavarica,90,1,Arthropod,Insecta,Diptera,Chironomidae,Tvetenia,burrower,collector
bear_cr,abv_mineral_cr,BEaM,Tvetenia_bavarica,2832,64,Arthropod,Insecta,Diptera,Chironomidae,Tvetenia,burrower,collector
sf_animas,abv_avalanche,SFAaAV,Tvetenia_bavarica,5384,16,Arthropod,Insecta,Diptera,Chironomidae,Tvetenia,burrower,collector
maggie_gulch,aa,MAGaA,Tvetenia_bavarica,11952,16,Arthropod,Insecta,Diptera,Chironomidae,Tvetenia,burrower,collector
hermosa_cr,abv_ditch,HERaD,Virgatanytarsus,1768,3,Arthropod,Insecta,Diptera,Chironomidae,Virgatanytarsus,burrower,collector
hermosa_cr,abv_ditch,HERaD,Zaitzevia,1768,98,Arthropod,Insecta,Coleoptera,Elmidae,Zaitzevia,clinger,collector
mill_cr,abv_mineral_cr,MILaM,Zapada,12640,336,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
mineral_cr,abv_mf_mineral,MaMFM,Zapada,120,67,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
mf_mineral_cr,abv_mineral_cr,MFMaM,Zapada,47,2,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
mineral_cr,abv_sf_mineral,MaSFM,Zapada,90,20,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
sf_mineral_cr,abv_mineral_cr,SFMaM,Zapada,510,159,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
bear_cr,abv_mineral_cr,BEaM,Zapada,2832,507,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
mineral_cr,abv_animas,MaA,Zapada,180,120,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
nf_animas,abv_burrow_cr,NFAaBU,Zapada,1419,515,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
nf_animas,abv_wf_animas,NFAaWFA,Zapada,12,5,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
wf_animas,abv_placer_gulch,WFAaPL,Zapada,40,3,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
placer_gulch,abv_wf_animas,PLaWFA,Zapada,35,34,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
wf_animas,abv_animas,WFAaA,Zapada,12,4,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
picayne_gulch,abv_animas,PICaA,Zapada,7127,985,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
animas,abv_eureka,AaEU,Zapada,260,87,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
sf_animas,abv_avalanche,SFAaAV,Zapada,5384,744,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
sf_animas,abv_eureka_gulch,SFAaEU,Zapada,668,524,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
eureka_gulch,abv_sf_animas,EUaSFA,Zapada,622,127,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
sf_animas,abv_animas,SFAaA,Zapada,1437,611,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
animas,abv_minnie,AaMINN,Zapada,575,166,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
maggie_gulch,abv_animas,MAGaA,Zapada,11952,784,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
animas,abv_cunningham,AaCU,Zapada,2715,75,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
animas,abv_arrastra_cr,AaARR,Zapada,2028,200,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
hermosa_cr,abv_ditch,HERaD,Zapada,1768,3,Arthropod,Insecta,Plecoptera,Nemouridae,Zapada,sprawler,shredder
